src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,label,time
10.83.58.208,10.46.87.82,4,207,3,14,TCP,[],normal,1
10.24.116.177,10.10.104.209,2,64,6,96,TCP,[],normal,1
10.81.25.147,10.39.39.123,1,227,13,58,TCP,[],normal,1
10.23.146.113,10.35.107.92,3,93,31,341,TCP,[],normal,1
10.81.233.174,10.69.38.140,3,64,7,112,UDP,[],normal,1
10.92.107.80,10.64.126.241,1,134,16,122,TCP,[],normal,1
10.76.49.38,10.35.250.37,1,248,6,24,TCP,[],normal,1
10.15.194.14,10.89.228.239,1,64,1,16,UDP,[],normal,1
10.65.251.133,10.38.19.145,1,64,12,192,TCP,[],normal,1
10.81.168.178,10.35.226.81,1,95,1,10,UDP,[],normal,1
10.42.11.185,10.5.211.151,1,284,7,25,TCP,[],normal,1
10.20.83.127,10.77.4.203,3,196,15,78,TCP,[],normal,1
10.79.189.102,10.76.194.57,1,94,1,10,UDP,[],normal,1
10.38.162.248,10.88.26.19,1,110,10,93,Traceroute,[],normal,1
10.46.147.14,10.23.3.63,2,118,1,8,TCP,[],normal,1
10.96.138.237,10.22.152.40,2,66,7,108,TCP,[],normal,1
10.90.227.83,10.44.29.86,1,147,7,48,TCP,[],normal,1
10.36.161.11,10.18.254.185,1,64,2,32,UDP,[],normal,1
10.39.133.155,10.35.190.43,1,64,7,112,UDP,[],normal,1
10.57.107.250,10.96.43.180,3,64,8,128,TCP,[],normal,1
10.97.215.214,10.69.140.4,1,164,12,74,UDP,[],normal,1
10.24.116.161,10.87.165.58,1,64,9,144,UDP,[],normal,1
10.28.136.231,10.6.100.4,2,250,14,57,TCP,[],normal,1
10.51.188.251,10.63.179.238,1,111,1,9,UDP,[],normal,1
10.49.154.87,10.21.43.187,1,144,4,28,TCP,[],normal,1
10.54.0.8,10.5.176.68,1,135,11,83,TCP,[],normal,1
10.13.15.113,10.39.160.213,1,92,1,11,UDP,[],normal,1
10.54.18.34,10.48.124.240,1,64,7,112,TCP,[],normal,1
10.32.214.238,10.50.211.228,1,64,1,16,TCP,[],normal,1
10.46.53.248,10.69.236.250,1,76,12,161,UDP,[],normal,1
10.24.80.28,10.17.39.153,1,101,25,253,UDP,[],normal,1
10.65.102.209,10.24.162.130,1,185,11,60,TCP,[],normal,1
10.24.79.139,10.26.191.210,1,173,7,41,TCP,[],normal,1
10.19.57.23,10.77.2.109,1,83,13,160,UDP,[],normal,1
10.47.156.219,10.38.17.25,2,64,6,96,TCP,[],normal,1
10.44.158.38,10.8.87.34,5,208,2,9,ICMP,[],normal,1
10.29.169.129,10.14.87.6,1,105,7,68,UDP,[],normal,1
10.63.138.218,10.82.48.155,1,203,7,35,UDP,[],normal,1
10.32.18.248,10.39.35.175,1,101,9,91,TCP,[],normal,1
10.41.20.153,10.68.12.73,1,135,3,22,TCP,[],normal,1
10.90.51.34,10.72.219.139,1,150,11,75,ICMP,[],normal,1
10.82.197.92,10.1.209.212,3,64,7,112,ICMP,[],normal,1
10.28.39.93,10.32.106.22,1,90,8,91,ICMP,[],normal,1
10.84.93.54,10.51.196.19,2,64,1,16,TCP,[],normal,1
10.93.70.171,10.91.224.157,12,64,1,16,UDP,[],normal,1
10.67.241.122,10.19.135.125,1,221,17,78,TCP,[],normal,1
10.36.43.66,10.36.87.48,1,174,11,64,UDP,[],normal,1
10.36.247.222,10.46.58.75,8,78,5,65,UDP,[],normal,1
10.65.113.206,10.83.28.93,1,255,17,68,UDP,[],normal,1
10.37.224.22,10.68.20.200,1,64,10,160,UDP,[],normal,1
10.29.31.44,10.19.183.102,1,82,29,362,UDP,[],normal,1
10.40.214.127,10.48.65.98,1,76,6,80,TCP,[],normal,1
10.1.133.113,10.18.32.82,1,64,6,96,TCP,[],normal,1
10.97.42.16,10.6.10.181,1,96,6,64,TCP,[],normal,1
10.19.232.43,10.18.211.40,3,84,6,73,UDP,[],normal,1
10.71.209.45,10.76.145.37,1,116,8,70,TCP,[],normal,1
10.91.35.167,10.84.102.117,1,64,14,224,TCP,[],normal,1
10.28.50.174,10.55.31.108,3,71,27,389,TCP,[],normal,1
10.17.170.162,10.40.48.204,1,168,17,103,ICMP,[],normal,1
10.34.6.181,10.41.85.214,1,248,12,49,ICMP,[],normal,1
10.52.90.175,10.75.240.47,1,249,10,41,UDP,[],normal,1
10.68.72.158,10.52.249.200,1,193,13,68,TCP,[],normal,1
10.25.249.121,10.4.143.67,1,157,1,6,TCP,[],normal,1
10.78.132.122,10.65.182.172,1,64,29,464,UDP,[],normal,1
10.85.178.132,10.24.236.98,1,94,7,76,TCP,[],normal,1
10.88.250.203,10.36.124.67,1,355,22,63,ICMP,[],normal,1
10.34.52.49,10.96.120.11,1,222,4,18,TCP,[],normal,1
10.26.249.171,10.60.45.248,1,84,13,158,UDP,[],normal,1
10.79.54.177,10.9.127.165,1,121,8,67,UDP,[],normal,1
10.24.180.58,10.69.245.226,1,64,4,64,UDP,[],normal,1
10.69.132.192,10.60.231.34,1,249,5,20,TCP,[],normal,1
10.75.9.144,10.27.13.217,1,72,10,142,UDP,[],normal,1
10.86.154.231,10.81.163.55,1,64,15,240,UDP,[],normal,1
10.43.178.105,10.23.46.212,1,64,14,224,UDP,[],normal,1
10.52.196.164,10.65.151.237,3,91,35,393,TCP,[],normal,1
10.23.210.146,10.48.247.58,1,64,2,32,UDP,[],normal,1
10.42.43.52,10.45.108.179,1,124,16,132,UDP,[],normal,1
10.11.48.227,10.23.153.49,1,207,1,4,UDP,[],normal,1
10.13.192.90,10.60.223.158,2,99,13,134,ICMP,[],normal,1
10.66.65.179,10.7.209.184,1,90,8,91,UDP,[],normal,1
10.16.104.83,10.53.0.34,1,64,9,144,ICMP,[],normal,1
10.49.63.126,10.37.65.123,1,117,4,35,TCP,[],normal,1
10.61.42.32,10.88.160.68,2,124,17,140,UDP,[],normal,1
10.58.63.145,10.72.236.237,1,64,2,32,UDP,[],normal,1
10.10.21.225,10.12.91.64,1,108,17,161,TCP,[],normal,1
10.11.251.217,10.19.172.94,4,64,20,320,TCP,[],normal,1
10.3.4.9,10.77.68.228,1,73,6,84,ICMP,[],normal,1
10.61.113.72,10.76.31.121,4,64,5,80,TCP,[],normal,1
10.93.147.131,10.89.86.32,1,105,15,146,TCP,[],normal,1
10.6.87.162,10.70.108.170,1,155,4,26,UDP,[],normal,1
10.19.220.159,10.28.225.239,2,216,11,52,UDP,[],normal,1
10.83.0.154,10.39.74.198,1,82,11,137,TCP,[],normal,1
10.6.97.190,10.75.252.10,1,64,10,160,TCP,[],normal,1
10.60.197.244,10.61.202.159,1,116,7,61,TCP,[],normal,1
10.89.132.70,10.38.47.222,4,64,62,992,TCP,[],normal,1
10.48.202.176,10.5.39.228,2,89,14,161,UDP,[],normal,1
10.36.31.27,10.9.110.141,1,64,8,128,UDP,[],normal,1
10.18.208.103,10.95.3.236,1,64,7,112,TCP,[],normal,1
10.91.197.202,10.57.211.162,1,64,17,272,UDP,[],normal,1
10.99.211.81,10.16.113.21,1,116,11,97,ICMP,[],normal,1
10.27.168.113,10.71.147.193,1,64,7,112,UDP,[],normal,1
10.5.175.171,10.44.98.33,1,116,5,44,TCP,[],normal,1
10.94.83.179,10.54.64.242,1,70,12,175,UDP,[],normal,1
10.64.185.175,10.33.17.133,1,266,29,111,TCP,[],normal,1
10.4.43.87,10.12.28.59,3,74,7,96,ICMP,[],normal,1
10.28.120.125,10.94.151.163,1,342,3,8,TCP,[],normal,3
10.68.92.254,10.64.109.139,1,64,15,240,UDP,[],normal,3
10.92.0.222,10.65.123.177,1,64,32,512,TCP,[],normal,3
10.20.159.37,10.86.147.237,1,113,10,90,TCP,[],normal,3
10.69.60.47,10.57.219.10,4,183,9,50,UDP,[],normal,3
10.62.205.253,10.96.248.87,1,155,1,6,TCP,[],normal,3
10.18.29.54,10.21.225.242,1,228,3,13,UDP,[],normal,3
10.35.14.130,10.66.218.236,1,343,11,32,UDP,[],normal,3
10.63.216.56,10.79.45.141,1,478,12,25,ICMP,[],normal,3
10.48.237.138,10.69.69.170,1,64,9,144,UDP,[],normal,3
10.84.60.159,10.56.241.147,4,64,7,112,TCP,[],normal,3
10.77.208.229,10.91.98.56,1,193,2,10,UDP,[],normal,3
10.48.117.20,10.15.13.154,1,75,12,163,TCP,[],normal,3
10.92.104.15,10.49.141.132,1,107,14,133,UDP,[],normal,3
10.38.37.138,10.14.216.93,2,105,9,87,UDP,[],normal,3
10.76.126.88,10.96.210.77,1,128,13,104,TCP,[],normal,3
10.18.247.69,10.3.19.243,2,175,10,58,TCP,[],normal,3
10.29.54.29,10.89.87.71,2,64,3,48,TCP,[],normal,3
10.43.9.236,10.37.184.71,1,64,9,144,ICMP,[],normal,3
10.4.52.254,10.26.150.93,1,155,2,13,UDP,[],normal,3
10.54.15.130,10.45.74.93,1,128,9,72,UDP,[],normal,3
10.64.42.235,10.46.46.185,1,93,14,154,TCP,[],normal,3
10.93.107.58,10.28.207.229,6,81,1,12,UDP,[],normal,3
10.14.21.33,10.56.129.195,1,93,14,154,TCP,[],normal,3
10.50.3.54,10.8.217.137,7,183,9,50,TCP,[],normal,3
10.20.190.39,10.29.114.99,1,153,21,140,ICMP,[],normal,3
10.71.40.19,10.5.46.208,1,66,5,77,TCP,[],normal,3
10.33.157.145,10.1.240.188,1,170,10,60,UDP,[],normal,3
10.55.30.45,10.81.33.219,2,64,9,144,TCP,[],normal,3
10.9.38.167,10.91.50.146,4,207,4,19,TCP,[],normal,3
10.69.183.155,10.70.111.149,1,245,10,41,ICMP,[],normal,3
10.15.149.203,10.25.73.47,1,132,4,31,TCP,[],normal,3
10.1.105.121,10.37.108.14,1,122,1,8,TCP,[],normal,3
10.18.39.126,10.40.163.153,1,68,6,90,TCP,[],normal,3
10.94.162.48,10.36.192.29,2,247,8,33,TCP,[],normal,3
10.94.151.218,10.65.14.78,5,356,3,8,ICMP,[],normal,3
10.67.176.136,10.89.208.123,1,108,15,142,TCP,[],normal,3
10.38.195.31,10.56.202.117,1,91,8,90,TCP,[],normal,3
10.65.166.252,10.26.103.91,1,301,8,27,TCP,[],normal,3
10.25.72.187,10.95.127.44,1,130,12,94,UDP,[],normal,3
10.18.190.135,10.38.226.50,1,87,8,94,TCP,[],normal,3
10.5.61.49,10.11.101.210,1,64,8,128,TCP,[],normal,3
10.60.183.89,10.83.211.86,1,199,12,61,TCP,[],normal,3
10.64.61.243,10.1.180.60,1,140,6,43,UDP,[],normal,3
10.43.251.47,10.82.67.68,2,89,4,46,TCP,[],normal,3
10.21.48.100,10.87.219.63,2,64,25,400,TCP,[],normal,3
10.37.32.74,10.56.189.63,1,102,17,170,ICMP,[],normal,3
10.32.58.8,10.8.89.59,4,64,13,208,ICMP,[],normal,3
10.34.215.6,10.72.195.12,1,64,15,240,TCP,[],normal,3
10.0.111.246,10.70.253.15,1,64,6,96,UDP,[],normal,3
10.81.42.169,10.95.24.188,1,64,10,160,TCP,[],normal,3
10.33.176.146,10.60.189.28,1,64,12,192,TCP,[],normal,3
10.0.31.207,10.16.52.141,1,201,4,20,UDP,[],normal,3
10.32.250.230,10.57.186.92,6,105,13,126,TCP,[],normal,3
10.0.107.66,10.53.18.40,2,124,10,82,ICMP,[],normal,3
10.12.233.108,10.47.135.212,3,64,23,368,UDP,[],normal,3
10.77.70.168,10.42.87.190,2,183,10,55,TCP,[],normal,3
10.7.49.180,10.94.254.86,1,196,5,26,TCP,[],normal,3
10.60.32.236,10.77.24.145,1,64,26,416,ICMP,[],normal,3
10.92.31.136,10.27.34.21,2,306,1,3,UDP,[],normal,3
10.0.221.236,10.93.103.201,2,64,4,64,TCP,[],normal,3
10.72.232.88,10.84.164.86,3,197,28,145,UDP,[],normal,3
10.90.93.75,10.27.99.67,3,79,19,246,TCP,[],normal,3
10.50.107.57,10.57.110.100,2,153,14,93,TCP,[],normal,3
10.87.187.156,10.91.109.27,3,64,9,144,TCP,[],normal,3
10.54.214.228,10.77.214.25,1,155,5,33,UDP,[],normal,3
10.42.138.27,10.4.65.80,9,117,31,271,TCP,[],normal,3
10.75.24.7,10.53.215.19,1,128,12,96,TCP,[],normal,3
10.92.1.164,10.85.228.89,3,64,6,96,TCP,[],normal,3
10.0.231.69,10.80.216.245,1,64,14,224,TCP,[],normal,3
10.64.101.105,10.27.37.41,1,64,16,256,UDP,[],normal,3
10.89.70.29,10.61.64.165,1,64,6,96,TCP,[],normal,3
10.66.32.49,10.12.119.29,1,258,10,39,UDP,[],normal,3
10.10.2.220,10.63.222.30,1,82,14,174,TCP,[],normal,3
10.92.219.5,10.99.110.233,1,253,6,24,TCP,[],normal,3
10.31.152.95,10.55.19.56,1,64,8,128,TCP,[],normal,3
10.44.221.238,10.72.225.37,2,90,5,56,TCP,[],normal,3
10.41.242.226,10.76.185.216,1,64,11,176,UDP,[],normal,3
10.36.228.18,10.30.114.96,2,64,6,96,UDP,[],normal,3
10.78.121.171,10.11.164.27,4,195,8,42,UDP,[],normal,3
10.91.15.2,10.60.137.100,1,233,12,52,UDP,[],normal,3
10.70.192.189,10.68.154.228,3,64,12,192,ICMP,[],normal,3
10.12.119.198,10.63.107.70,3,132,5,38,TCP,[],normal,3
10.99.217.172,10.48.184.110,1,84,4,48,TCP,[],normal,3
10.63.66.196,10.31.96.214,1,75,16,218,TCP,[],normal,3
10.10.150.96,10.94.116.107,3,64,4,64,TCP,[],normal,3
10.63.173.52,10.3.118.68,4,256,14,56,TCP,[],normal,3
10.75.64.85,10.7.75.141,5,196,3,15,TCP,[],normal,3
10.59.54.116,10.78.87.210,8,143,10,71,TCP,[],normal,3
10.17.114.166,10.54.237.16,3,252,7,28,TCP,[],normal,3
10.85.78.56,10.25.57.151,1,117,5,43,TCP,[],normal,3
10.88.183.229,10.55.27.42,1,150,7,47,TCP,[],normal,3
10.47.211.224,10.3.186.1,1,64,19,304,TCP,[],normal,3
10.64.235.94,10.69.220.176,1,275,11,40,TCP,[],normal,3
10.35.60.161,10.48.32.60,2,157,6,39,ICMP,[],normal,3
10.39.163.98,10.9.247.136,1,86,12,142,UDP,[],normal,3
10.20.212.196,10.59.55.179,3,64,10,160,UDP,[],normal,3
10.47.191.163,10.58.248.158,5,95,3,32,UDP,[],normal,3
10.49.250.43,10.68.157.124,2,69,5,74,TCP,[],normal,3
10.65.146.160,10.8.228.219,5,106,3,28,UDP,[],normal,3
10.83.117.46,10.56.207.151,2,399,19,48,UDP,[],normal,3
10.15.107.222,10.15.63.162,1,139,7,51,UDP,[],normal,3
10.28.18.15,10.84.20.239,1,91,11,123,UDP,[],normal,3
10.48.69.238,10.27.205.8,1,64,25,400,TCP,[],normal,3
10.35.107.6,10.91.187.89,1,64,4,64,UDP,[],normal,3
10.32.165.158,10.66.245.230,1,159,3,19,UDP,[],normal,3
10.21.209.227,10.0.231.129,1,64,11,176,UDP,[],normal,3
10.87.227.230,10.64.198.177,4,109,2,18,TCP,[],normal,3
10.2.169.182,10.28.209.42,3,64,37,592,ICMP,[],normal,3
10.58.4.86,10.79.186.93,1,128,3,24,TCP,[],normal,3
10.60.167.29,10.14.60.161,1,169,26,157,UDP,[],normal,3
10.19.156.4,10.66.11.215,1,126,6,48,TCP,[],normal,3
10.20.218.28,10.91.26.18,6,64,8,128,UDP,[],normal,3
10.76.89.164,10.68.39.117,1,64,22,352,UDP,[],normal,3
10.42.242.200,10.97.190.198,1,64,8,128,UDP,[],normal,3
10.23.130.167,10.26.186.160,6,166,12,74,ICMP,[],normal,3
10.57.78.224,10.80.200.194,2,67,2,30,ICMP,[],normal,3
10.40.14.226,10.50.147.54,1,64,10,160,UDP,[],normal,3
10.53.193.233,10.20.114.96,2,76,2,26,TCP,[],normal,3
10.9.245.183,10.8.118.127,4,68,18,271,TCP,[],normal,3
10.26.47.125,10.77.242.241,1,134,7,53,UDP,[],normal,3
10.98.58.245,10.81.75.202,2,115,3,26,ICMP,[],normal,3
10.62.173.126,10.18.44.172,2,103,5,49,UDP,[],normal,3
10.21.61.205,10.71.80.76,3,105,12,117,TCP,[],normal,3
10.2.40.20,10.83.51.46,6,85,3,36,ICMP,[],normal,3
10.32.232.51,10.47.196.58,2,185,10,55,UDP,[],normal,3
10.38.214.53,10.94.42.38,1,64,3,48,UDP,[],normal,3
10.94.124.83,10.6.247.212,1,64,12,192,TCP,[],normal,3
10.2.90.254,10.5.123.95,1,118,14,121,UDP,[],normal,3
10.65.118.93,10.22.123.76,2,161,14,89,TCP,[],normal,3
10.55.93.187,10.69.176.59,1,124,7,57,UDP,[],normal,3
10.15.176.76,10.45.66.187,1,88,1,11,TCP,[],normal,3
10.85.13.240,10.13.125.234,2,129,13,103,UDP,[],normal,3
10.94.180.79,10.82.226.155,1,246,9,37,UDP,[],normal,3
10.4.5.69,10.55.6.148,1,383,14,37,UDP,[],normal,3
10.4.8.228,10.23.118.124,3,132,19,147,TCP,[],normal,3
10.89.242.111,10.4.57.86,5,82,10,124,TCP,[],normal,3
10.24.39.195,10.89.65.73,1,99,2,20,TCP,[],normal,3
10.49.13.146,10.5.33.61,1,187,5,27,TCP,[],normal,3
10.8.58.242,10.93.117.210,1,74,13,179,TCP,[],normal,3
10.43.49.240,10.48.12.99,6,156,7,45,TCP,[],normal,3
10.71.14.93,10.25.57.41,1,141,10,72,TCP,[],normal,3
10.93.58.39,10.53.241.199,3,86,2,23,TCP,[],normal,3
10.18.221.27,10.3.26.184,2,64,9,144,UDP,[],normal,3
10.12.126.46,10.44.161.173,1,65,11,173,TCP,[],normal,3
10.38.145.123,10.20.125.35,5,226,2,9,UDP,[],normal,3
10.70.233.76,10.60.51.80,1,64,13,208,TCP,[],normal,3
10.8.48.113,10.7.101.196,2,64,13,208,UDP,[],normal,3
10.45.66.14,10.16.86.15,3,64,6,96,TCP,[],normal,3
10.34.215.255,10.6.61.147,1,89,9,103,ICMP,[],normal,3
10.62.140.77,10.59.220.254,4,64,9,144,UDP,[],normal,3
10.87.19.192,10.54.226.87,1,64,6,96,TCP,[],normal,3
10.10.177.234,10.63.219.205,1,64,15,240,UDP,[],normal,3
10.22.35.97,10.83.220.174,1,69,23,341,TCP,[],normal,3
10.15.138.227,10.3.96.73,2,137,4,29,TCP,[],normal,3
10.29.226.169,10.60.4.183,1,176,10,58,TCP,[],normal,3
10.66.202.141,10.49.222.27,2,64,23,368,UDP,[],normal,3
10.16.132.172,10.72.111.205,8,64,4,64,TCP,[],normal,3
10.32.166.217,10.10.176.149,1,258,2,7,TCP,[],normal,3
10.49.159.112,10.88.63.52,4,116,2,17,TCP,[],normal,3
10.54.48.120,10.96.218.69,3,175,14,81,TCP,[],normal,3
10.38.156.127,10.40.156.32,1,378,9,24,TCP,[],normal,3
10.83.237.99,10.83.168.214,1,85,16,192,TCP,[],normal,3
10.93.84.99,10.97.129.16,1,120,3,25,TCP,[],normal,3
10.94.100.200,10.66.174.6,1,64,12,192,TCP,[],normal,3
10.28.130.70,10.57.139.60,2,64,3,48,UDP,[],normal,3
10.47.156.58,10.86.212.24,1,64,21,336,UDP,[],normal,3
10.11.160.36,10.18.235.2,1,207,30,148,UDP,[],normal,3
10.52.75.209,10.46.189.108,1,89,25,287,ICMP,[],normal,3
10.57.170.52,10.23.250.32,1,64,4,64,TCP,[],normal,3
10.38.67.133,10.40.128.255,1,234,6,26,TCP,[],normal,3
10.3.53.230,10.53.157.3,5,73,8,112,TCP,[],normal,3
10.65.170.111,10.89.204.216,6,128,15,120,UDP,[],normal,3
10.43.6.123,10.43.196.23,1,142,18,129,TCP,[],normal,3
10.22.213.120,10.63.228.7,1,74,14,193,UDP,[],normal,3
10.98.146.59,10.26.98.20,2,64,6,96,ICMP,[],normal,3
10.59.56.208,10.76.163.116,1,131,18,140,TCP,[],normal,3
10.51.87.173,10.42.79.182,2,64,2,32,TCP,[],normal,3
10.85.137.82,10.27.5.50,1,220,9,41,TCP,[],normal,3
10.5.13.106,10.31.219.60,1,463,13,28,TCP,[],normal,3
10.47.145.125,10.42.10.78,1,242,8,33,TCP,[],normal,3
10.83.60.18,10.61.227.56,4,65,14,220,TCP,[],normal,3
10.61.40.38,10.87.203.87,1,119,4,34,UDP,[],normal,3
10.35.217.15,10.64.74.71,2,64,1,16,ICMP,[],normal,3
10.49.47.115,10.86.19.109,1,142,5,36,UDP,[],normal,3
10.6.122.232,10.69.191.24,1,64,2,32,TCP,[],normal,3
10.62.124.162,10.67.172.232,1,190,9,48,UDP,[],normal,3
10.85.6.131,10.95.221.10,1,108,5,47,UDP,[],normal,3
10.98.14.87,10.48.190.218,2,92,9,100,UDP,[],normal,3
10.78.77.52,10.6.203.51,1,120,5,42,TCP,[],normal,3
10.80.214.57,10.21.98.152,1,176,3,17,UDP,[],normal,3
10.9.117.96,10.39.153.210,2,105,4,39,UDP,[],normal,3
10.55.143.196,10.20.250.171,4,96,11,117,TCP,[],normal,3
10.87.176.34,10.50.239.52,1,100,10,102,TCP,[],normal,3
10.63.231.46,10.94.129.31,1,96,5,53,TCP,[],normal,3
10.95.92.220,10.26.157.212,1,64,10,160,TCP,[],normal,3
10.29.31.158,10.32.22.123,1,81,4,50,UDP,[],normal,3
10.29.253.32,10.88.39.173,1,86,4,47,UDP,[],normal,3
10.99.12.3,10.36.180.177,1,82,13,162,Traceroute,[],normal,3
10.50.196.21,10.25.231.251,1,144,10,71,UDP,[],normal,3
10.41.173.32,10.84.142.242,3,64,29,464,TCP,[],normal,3
10.40.155.170,10.43.103.7,1,121,12,101,TCP,[],normal,3
10.67.243.41,10.75.90.5,1,97,21,221,ICMP,[],normal,3
10.85.161.57,10.8.81.169,1,109,8,75,UDP,[],normal,3
10.74.191.118,10.36.8.159,1,64,14,224,TCP,[],normal,3
10.59.10.185,10.11.224.28,5,342,5,14,TCP,[],normal,3
10.1.31.226,10.94.239.23,1,79,5,64,UDP,[],normal,3
10.22.64.41,10.22.9.203,2,64,8,128,TCP,[],normal,3
10.16.46.63,10.1.146.252,1,64,21,336,TCP,[],normal,3
10.77.87.77,10.67.254.224,1,64,14,224,UDP,[],normal,3
10.95.239.234,10.97.68.118,1,128,7,56,UDP,[],normal,3
10.33.89.23,10.84.10.159,3,122,10,83,TCP,[],normal,3
10.29.21.179,10.65.160.0,2,218,12,56,UDP,[],normal,3
10.69.254.18,10.98.187.103,3,248,13,53,TCP,[],normal,3
10.30.98.37,10.10.113.112,3,98,2,20,TCP,[],normal,3
10.15.175.178,10.87.136.159,3,64,26,416,UDP,[],normal,3
10.6.185.45,10.25.30.34,1,93,20,220,TCP,[],normal,3
10.37.59.87,10.44.166.54,7,107,1,9,UDP,[],normal,3
10.30.230.206,10.86.242.234,1,64,10,160,TCP,[],normal,3
10.46.198.176,10.3.144.221,1,134,1,7,UDP,[],normal,3
10.7.5.55,10.97.23.83,1,64,6,96,UDP,[],normal,3
10.88.238.138,10.45.227.122,1,67,8,122,UDP,[],normal,3
10.45.85.44,10.52.121.192,4,64,4,64,TCP,[],normal,3
10.73.44.190,10.10.151.237,9,120,19,162,ICMP,[],normal,3
10.56.191.244,10.66.195.112,2,104,7,68,TCP,[],normal,3
10.97.105.181,10.72.198.219,1,124,2,16,UDP,[],normal,3
10.43.196.123,10.40.65.244,2,87,14,164,ICMP,[],normal,3
10.31.251.93,10.70.75.38,4,84,9,109,UDP,[],normal,3
10.17.67.150,10.60.84.96,4,102,6,60,UDP,[],normal,3
10.98.53.118,10.69.71.191,3,64,11,176,TCP,[],normal,3
10.80.53.94,10.37.31.82,1,146,11,77,ICMP,[],normal,3
10.6.201.85,10.7.168.132,1,64,16,256,UDP,[],normal,3
10.43.78.143,10.9.204.164,1,64,7,112,UDP,[],normal,3
10.59.105.80,10.10.11.5,2,92,1,11,TCP,[],normal,3
10.59.205.88,10.67.56.201,2,160,17,108,TCP,[],normal,3
10.61.220.50,10.54.18.186,1,64,9,144,UDP,[],normal,3
10.26.145.244,10.20.65.100,3,270,15,56,ICMP,[],normal,3
10.74.48.106,10.20.247.47,1,82,3,37,TCP,[],normal,3
10.16.12.154,10.6.147.111,2,64,7,112,UDP,[],normal,3
10.67.186.240,10.64.192.33,1,146,4,28,UDP,[],normal,3
10.79.102.253,10.74.152.74,2,64,17,272,TCP,[],normal,3
10.57.135.127,10.62.116.149,1,64,4,64,TCP,[],normal,3
10.46.100.50,10.20.115.126,3,102,2,20,TCP,[],normal,3
10.38.1.137,10.55.91.152,1,203,4,20,TCP,[],normal,3
10.70.231.211,10.36.153.126,1,80,17,217,UDP,[],normal,3
10.78.243.188,10.81.195.77,2,64,22,352,UDP,[],normal,3
10.50.227.172,10.41.197.43,1,64,5,80,UDP,[],normal,3
10.89.123.98,10.42.255.100,1,159,3,19,TCP,[],normal,3
10.91.48.176,10.47.250.242,2,64,10,160,TCP,[],normal,3
10.70.194.201,10.61.139.148,4,65,2,31,ICMP,[],normal,3
10.63.252.93,10.0.45.230,5,64,6,96,TCP,[],normal,3
10.94.34.4,10.79.236.157,1,69,6,89,TCP,[],normal,3
10.12.32.108,10.72.23.106,3,84,6,73,TCP,[],normal,3
10.45.71.213,10.94.54.49,1,74,5,69,TCP,[],normal,3
10.55.122.163,10.86.218.251,1,64,2,32,UDP,[],normal,3
10.61.249.223,10.44.190.23,1,105,11,107,TCP,[],normal,3
10.92.78.227,10.19.8.186,1,77,1,13,TCP,[],normal,3
10.56.195.208,10.94.60.78,1,126,6,48,TCP,[],normal,3
10.77.80.161,10.93.227.139,1,95,5,53,TCP,[],normal,3
10.40.61.248,10.29.135.114,2,64,1,16,TCP,[],normal,3
10.3.46.145,10.4.202.124,1,155,6,39,TCP,[],normal,3
10.16.120.79,10.23.89.183,4,130,5,39,TCP,[],normal,3
10.28.131.204,10.68.27.201,1,64,5,80,UDP,[],normal,3
10.28.109.69,10.52.64.69,1,127,4,32,TCP,[],normal,3
10.18.90.233,10.86.200.232,1,108,11,104,TCP,[],normal,3
10.32.208.150,10.83.208.170,3,539,6,11,TCP,[],normal,3
10.89.70.151,10.47.90.22,1,64,4,64,UDP,[],normal,3
10.4.65.188,10.73.95.202,2,64,16,256,TCP,[],normal,3
10.78.151.100,10.72.191.242,1,75,1,13,TCP,[],normal,3
10.11.175.51,10.70.167.29,1,64,11,176,UDP,[],normal,3
10.49.90.2,10.1.167.119,1,64,3,48,TCP,[],normal,3
10.84.241.167,10.55.217.122,1,165,10,62,TCP,[],normal,3
10.15.89.246,10.81.65.209,1,73,19,266,TCP,[],normal,3
10.68.159.114,10.80.180.33,1,86,1,11,UDP,[],normal,3
10.88.251.47,10.24.4.182,1,207,4,19,TCP,[],normal,3
10.12.127.169,10.67.51.101,1,149,2,13,TCP,[],normal,3
10.78.190.58,10.77.103.82,2,157,9,58,TCP,[],normal,3
10.58.182.47,10.44.126.104,1,90,2,22,TCP,[],normal,3
10.33.253.219,10.70.97.12,1,64,13,208,UDP,[],normal,3
10.64.135.24,10.9.230.2,6,75,2,27,UDP,[],normal,3
10.0.20.62,10.1.172.110,1,161,7,44,ICMP,[],normal,3
10.34.138.148,10.58.192.33,2,104,10,98,TCP,[],normal,3
10.27.35.180,10.12.127.15,1,64,20,320,UDP,[],normal,3
10.51.23.85,10.4.12.71,1,160,8,51,UDP,[],normal,3
10.5.4.234,10.87.183.182,1,87,2,23,TCP,[],normal,3
10.16.232.64,10.5.154.241,2,64,8,128,UDP,[],normal,3
10.67.140.25,10.55.222.47,1,64,14,224,UDP,[],normal,3
10.90.188.151,10.97.144.40,1,64,27,432,UDP,[],normal,3
10.35.64.186,10.41.116.162,5,79,1,12,TCP,[],normal,3
10.45.250.8,10.13.171.77,1,98,6,62,UDP,[],normal,3
10.89.138.177,10.82.156.142,2,91,11,123,UDP,[],normal,3
10.7.147.246,10.8.79.181,2,64,11,176,TCP,[],normal,3
