src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,time
10.15.150.90,10.12.181.202,1,64,1,16,UDP,[],87
10.15.148.191,10.69.20.254,1,64,4,64,TCP,[],88
10.86.136.44,10.30.241.27,3,176,4,23,TCP,[],88
10.59.52.231,10.92.82.166,9,181,13,73,TCP,[],88
10.17.7.246,10.20.32.79,6,64,2,32,UDP,[],88
10.26.203.169,10.65.205.246,1,72,1,14,TCP,[],88
10.47.95.75,10.41.180.35,7,73,19,266,TCP,[],88
10.9.208.64,10.65.42.110,1,170,5,30,ICMP,[],88
10.5.190.136,10.8.21.10,3,131,5,39,UDP,[],88
10.66.94.198,10.31.16.44,7,64,1,16,UDP,[],88
10.35.33.16,10.50.113.50,1,226,1,4,TCP,[],88
10.40.102.233,10.47.134.12,1,64,6,96,TCP,[],88
10.9.233.21,10.16.49.242,1,64,28,448,UDP,[],88
10.94.143.213,10.90.127.134,1,72,15,213,TCP,[],88
10.45.244.163,10.41.79.33,1,241,18,76,TCP,[],88
10.46.216.52,10.87.181.223,1,136,11,82,TCP,[],88
10.9.162.150,10.23.79.237,1,64,22,352,TCP,[],88
10.20.154.153,10.20.251.74,1,100,22,225,TCP,[],88
10.99.170.175,10.84.235.209,1,64,12,192,TCP,[],88
10.39.84.90,10.99.98.180,1,64,8,128,TCP,[],88
10.69.214.54,10.85.38.90,3,64,4,64,UDP,[],88
10.96.220.136,10.17.95.33,1,121,1,8,UDP,[],88
10.93.105.202,10.16.156.70,1,64,7,112,TCP,[],88
10.88.177.233,10.16.130.190,1,138,9,66,UDP,[],88
10.60.59.147,10.94.173.136,1,64,7,112,UDP,[],88
10.81.109.30,10.26.103.228,1,64,8,128,TCP,[],88
10.18.8.65,10.92.180.177,8,90,11,125,UDP,[],88
10.87.138.254,10.33.38.15,1,64,6,96,UDP,[],88
10.70.123.104,10.28.47.130,1,64,5,80,TCP,[],88
10.25.224.154,10.21.238.135,1,149,23,158,TCP,[],88
10.1.75.12,10.26.163.102,1,290,9,31,TCP,[],88
10.94.136.147,10.94.203.88,4,64,1,16,TCP,[],88
10.19.86.216,10.74.56.210,1,191,4,21,TCP,[],88
10.66.79.191,10.60.124.222,4,144,1,7,UDP,[],88
10.79.146.228,10.63.111.62,1,64,11,176,TCP,[],88
10.37.93.233,10.70.214.162,3,71,20,288,TCP,[],89
10.35.251.255,10.9.192.74,1,64,18,288,TCP,[],89
10.32.78.48,10.39.30.119,1,64,11,176,UDP,[],89
10.81.201.138,10.95.221.93,1,110,6,55,TCP,[],89
10.43.135.141,10.58.205.181,2,69,11,163,UDP,[],89
10.36.223.133,10.23.239.46,1,81,4,50,TCP,[],89
10.82.182.5,10.63.255.46,4,64,5,80,TCP,[],89
10.66.40.184,10.61.174.114,1,103,26,258,UDP,[],89
10.64.223.156,10.98.236.109,1,64,7,112,UDP,[],89
10.17.184.16,10.42.114.155,3,246,1,4,UDP,[],89
10.35.177.92,10.44.244.121,3,123,2,16,UDP,[],89
10.97.103.109,10.38.76.57,1,172,17,101,UDP,[],89
10.93.58.117,10.84.151.136,1,64,20,320,UDP,[],89
10.57.22.163,10.72.203.218,1,205,10,49,TCP,[],89
10.12.180.102,10.27.1.135,1,71,28,403,TCP,[],89
10.72.117.135,10.21.183.249,3,64,14,224,ICMP,[],89
10.35.142.205,10.4.132.172,1,70,7,102,UDP,[],89
10.68.10.234,10.86.215.4,1,64,9,144,ICMP,[],89
10.44.78.56,10.31.74.27,1,90,4,45,TCP,[],89
10.42.149.119,10.33.54.88,1,73,11,154,UDP,[],89
10.23.233.214,10.43.204.223,1,98,3,31,UDP,[],89
10.9.16.212,10.44.164.177,2,136,7,52,TCP,[],89
10.99.140.12,10.75.66.244,1,102,9,90,TCP,[],89
10.90.104.132,10.47.48.36,2,141,13,94,UDP,[],89
10.28.47.130,10.58.237.11,1,64,3,48,TCP,[],89
10.80.176.68,10.18.76.34,2,163,12,75,TCP,[],89
10.81.37.118,10.82.80.125,1,179,5,28,TCP,[],89
10.90.72.236,10.57.232.219,1,74,9,124,TCP,[],89
10.45.179.48,10.46.214.72,1,64,7,112,TCP,[],89
10.9.17.20,10.53.51.238,2,64,19,304,TCP,[],89
10.29.140.190,10.17.26.36,1,98,21,219,ICMP,[],89
10.47.65.50,10.50.14.227,1,64,4,64,UDP,[],89
10.86.155.146,10.80.194.215,1,103,15,149,UDP,[],89
10.72.82.13,10.42.116.12,3,76,2,26,UDP,[],89
10.28.107.36,10.97.172.60,2,64,4,64,TCP,[],89
10.73.78.138,10.89.82.61,1,281,5,18,TCP,[],89
10.59.162.161,10.31.115.68,1,246,4,16,ICMP,[],89
10.93.249.46,10.77.98.142,1,117,11,96,TCP,[],89
10.21.42.166,10.69.69.37,3,114,17,152,TCP,[],89
10.9.162.150,10.68.122.122,3,157,11,71,TCP,[],90
10.55.46.151,10.77.107.27,1,64,8,128,TCP,[],90
10.29.26.105,10.25.17.82,1,64,23,368,UDP,[],90
10.65.246.89,10.5.22.73,1,72,1,14,UDP,[],90
10.79.215.21,10.74.2.166,1,295,5,17,UDP,[],90
10.20.189.148,10.82.182.5,7,92,6,66,UDP,[],90
10.89.119.162,10.0.30.69,4,64,8,128,UDP,[],90
10.56.113.135,10.55.107.3,1,109,6,56,TCP,[],90
10.58.157.224,10.91.51.125,1,125,12,98,ICMP,[],90
10.69.194.34,10.83.80.159,1,187,4,21,TCP,[],90
10.92.33.20,10.50.140.199,3,227,3,13,TCP,[],90
10.27.141.223,10.33.15.210,1,128,26,208,UDP,[],90
10.53.18.106,10.12.136.10,6,196,20,104,TCP,[],90
10.42.165.218,10.41.212.223,2,124,6,49,TCP,[],90
10.70.74.47,10.78.114.228,1,228,3,13,ICMP,[],90
10.1.183.110,10.67.109.224,6,170,16,96,TCP,[],90
10.26.89.133,10.38.147.141,2,127,4,32,TCP,[],90
10.62.12.72,10.3.30.73,1,104,2,19,TCP,[],90
10.66.72.128,10.75.249.20,1,259,26,102,UDP,[],90
10.59.0.101,10.54.17.219,7,153,12,80,UDP,[],90
10.33.56.128,10.74.114.183,1,149,5,34,UDP,[],90
10.38.45.240,10.37.93.234,1,66,9,139,TCP,[],90
10.14.18.49,10.30.169.224,3,86,9,107,TCP,[],90
10.15.180.19,10.35.210.41,3,100,22,225,TCP,[],90
10.2.33.169,10.2.78.162,2,64,8,128,UDP,[],90
10.71.4.208,10.27.90.201,1,191,10,53,UDP,[],90
10.62.49.238,10.65.139.4,2,73,2,28,TCP,[],90
10.78.79.222,10.87.61.26,1,70,11,160,TCP,[],90
10.89.129.64,10.26.86.139,3,64,7,112,TCP,[],90
10.29.214.45,10.19.53.28,5,64,1,16,TCP,[],90
10.96.208.169,10.58.211.30,1,182,2,11,TCP,[],90
10.61.117.82,10.79.153.1,1,391,1,2,TCP,[],91
10.87.215.249,10.82.214.206,2,106,17,164,TCP,[],91
10.64.43.255,10.49.174.18,2,64,12,192,UDP,[],91
10.35.163.22,10.66.15.170,1,274,3,11,UDP,[],91
10.39.151.8,10.51.32.77,4,133,12,92,TCP,[],91
10.33.9.143,10.64.54.152,1,330,10,31,TCP,[],91
10.35.114.217,10.57.33.104,1,64,16,256,ICMP,[],91
10.85.6.149,10.81.89.77,1,118,13,112,TCP,[],91
10.18.71.241,10.57.177.164,1,64,9,144,UDP,[],91
10.65.48.136,10.82.80.125,14,72,7,99,TCP,[],91
10.5.1.235,10.39.116.8,8,176,17,98,UDP,[],91
10.54.38.31,10.7.240.161,1,64,3,48,TCP,[],91
10.21.142.111,10.61.33.138,1,142,2,14,TCP,[],91
10.45.154.142,10.20.245.85,1,64,6,96,TCP,[],91
10.5.156.169,10.37.40.47,1,337,8,24,TCP,[],91
10.63.70.101,10.81.161.163,1,64,8,128,ICMP,[],91
10.28.107.36,10.35.239.211,2,236,9,39,TCP,[],91
10.70.49.39,10.85.150.147,1,64,6,96,TCP,[],91
10.5.209.173,10.32.230.0,1,64,7,112,UDP,[],91
10.42.193.144,10.56.108.193,1,232,9,39,UDP,[],91
10.22.252.190,10.68.31.44,1,64,6,96,TCP,[],91
10.65.122.16,10.32.231.183,1,64,13,208,TCP,[],91
10.39.20.173,10.25.126.243,1,72,7,99,UDP,[],91
10.75.202.224,10.64.49.214,2,253,4,16,ICMP,[],91
10.14.3.100,10.77.149.190,1,131,17,132,TCP,[],91
10.87.106.186,10.92.109.187,1,194,4,21,UDP,[],91
10.54.203.74,10.84.255.101,2,64,3,48,TCP,[],91
10.11.102.239,10.73.14.211,1,64,4,64,TCP,[],91
10.95.155.114,10.22.166.252,4,126,5,40,TCP,[],91
10.27.228.106,10.75.253.73,1,69,7,103,TCP,[],91
10.94.120.207,10.34.16.40,1,64,2,32,TCP,[],91
10.26.50.93,10.69.115.172,1,64,5,80,TCP,[],91
10.78.139.74,10.23.95.42,1,64,20,320,TCP,[],92
10.75.170.115,10.39.159.236,1,64,3,48,TCP,[],92
10.65.87.62,10.37.189.164,1,64,18,288,TCP,[],92
10.30.129.198,10.0.7.221,1,256,7,28,UDP,[],92
10.29.154.245,10.71.201.139,1,94,3,32,TCP,[],92
10.41.141.68,10.1.34.41,5,107,10,95,TCP,[],92
10.11.43.226,10.65.149.178,2,94,2,21,TCP,[],92
10.78.120.108,10.97.29.166,1,117,6,52,UDP,[],92
10.68.76.230,10.64.206.121,1,64,13,208,TCP,[],92
10.52.183.13,10.72.245.227,2,71,13,187,UDP,[],92
10.8.21.172,10.33.82.227,2,77,17,226,UDP,[],92
10.38.41.211,10.95.211.9,1,74,7,96,TCP,[],92
10.27.170.208,10.44.191.156,1,64,6,96,TCP,[],92
10.9.18.200,10.24.110.138,1,280,14,51,UDP,[],92
10.84.247.144,10.67.36.125,3,83,10,123,UDP,[],92
10.2.198.81,10.43.199.62,1,134,10,76,TCP,[],92
10.57.140.238,10.79.59.69,3,125,7,57,TCP,[],92
10.54.213.169,10.58.84.206,1,304,5,16,TCP,[],92
10.4.241.108,10.64.124.130,1,117,1,8,UDP,[],92
10.70.59.115,10.35.246.180,2,64,8,128,TCP,[],92
10.88.177.138,10.10.247.53,1,199,3,15,TCP,[],92
10.65.147.71,10.67.95.77,2,126,7,56,TCP,[],92
10.99.243.53,10.50.84.238,1,152,8,53,TCP,[],92
10.92.222.122,10.89.78.66,1,75,5,68,ICMP,[],92
10.32.121.211,10.31.215.151,2,117,5,43,TCP,[],92
10.93.216.152,10.26.73.107,2,64,10,160,TCP,[],92
10.46.66.100,10.36.241.6,1,64,14,224,TCP,[],92
10.54.118.11,10.86.142.142,1,222,11,50,UDP,[],92
10.31.114.149,10.43.248.180,4,64,10,160,UDP,[],92
10.52.147.78,10.46.195.91,1,194,12,63,TCP,[],92
10.81.88.210,10.40.124.244,1,118,15,130,UDP,[],92
10.30.213.53,10.25.13.88,1,64,18,288,ICMP,[],93
10.36.230.99,10.6.191.121,1,86,16,190,TCP,[],93
10.43.250.86,10.97.29.166,1,85,3,36,TCP,[],93
10.74.249.235,10.61.221.186,1,69,5,74,ICMP,[],93
10.53.212.223,10.51.164.64,1,64,6,96,UDP,[],93
10.77.12.51,10.88.154.93,1,102,4,40,TCP,[],93
10.85.157.50,10.47.127.46,3,82,11,137,UDP,[],93
10.34.1.172,10.51.203.112,1,182,6,33,UDP,[],93
10.63.246.146,10.91.233.184,1,64,10,160,TCP,[],93
10.27.158.3,10.96.147.195,1,191,4,21,ICMP,[],93
10.73.3.76,10.70.206.102,1,89,7,80,ICMP,[],93
10.96.176.86,10.70.239.212,1,197,9,46,TCP,[],93
10.32.159.144,10.1.241.123,4,195,19,99,TCP,[],93
10.14.135.238,10.3.82.34,3,238,9,38,UDP,[],93
10.8.64.37,10.27.90.35,1,102,3,30,UDP,[],93
10.66.215.79,10.73.221.78,2,64,2,32,TCP,[],93
10.97.12.121,10.60.43.110,1,64,5,80,UDP,[],93
10.97.46.147,10.74.186.194,2,122,2,16,TCP,[],93
10.91.86.82,10.80.118.68,1,304,2,6,UDP,[],93
10.69.152.242,10.46.8.109,4,174,1,5,ICMP,[],93
10.56.68.56,10.6.239.37,4,79,4,51,TCP,[],93
10.25.54.12,10.26.219.224,3,90,11,125,TCP,[],93
10.85.169.83,10.42.119.7,1,161,17,108,TCP,[],93
10.18.1.66,10.52.57.14,1,64,9,144,UDP,[],93
10.73.226.92,10.21.63.146,1,84,6,73,UDP,[],93
10.47.20.212,10.56.0.202,1,389,1,2,TCP,[],93
10.79.222.141,10.37.19.197,1,102,9,90,TCP,[],93
10.27.141.223,10.43.85.80,4,91,21,236,UDP,[],93
10.53.109.247,10.73.30.54,1,64,6,96,TCP,[],93
10.87.239.200,10.79.62.25,5,138,14,103,UDP,[],93
10.48.126.230,10.24.118.106,5,142,7,50,UDP,[],93
10.83.49.5,10.59.88.71,2,64,1,16,ICMP,[],93
10.76.27.222,10.89.239.234,1,68,11,165,TCP,[],93
10.20.16.48,10.36.105.98,6,64,22,352,ICMP,[],93
10.72.96.38,10.80.3.184,1,121,15,126,TCP,[],93
10.61.173.73,10.30.117.93,1,64,4,64,UDP,[],93
10.70.22.52,10.22.153.49,2,119,21,180,UDP,[],93
10.74.231.165,10.85.189.50,1,114,11,98,TCP,[],93
10.98.202.219,10.57.159.72,1,64,19,304,UDP,[],93
10.25.171.226,10.72.183.243,1,232,2,8,UDP,[],93
10.92.86.17,10.43.223.109,1,67,10,152,UDP,[],93
10.16.200.221,10.92.222.122,1,172,2,11,UDP,[],94
10.5.238.33,10.96.56.141,2,64,9,144,TCP,[],94
10.99.218.108,10.27.184.81,1,64,5,80,TCP,[],94
10.99.244.11,10.38.86.242,1,123,10,83,TCP,[],94
10.75.209.24,10.58.202.241,1,230,2,8,TCP,[],94
10.94.125.83,10.99.242.222,1,87,12,141,UDP,[],94
10.42.232.8,10.39.8.3,1,304,3,10,UDP,[],94
10.29.59.5,10.39.134.130,6,186,11,60,UDP,[],94
10.94.135.86,10.89.252.44,1,73,11,154,TCP,[],94
10.89.129.64,10.96.3.108,3,284,6,21,TCP,[],94
10.87.76.203,10.9.137.40,1,181,9,50,UDP,[],94
10.47.201.71,10.38.154.179,1,84,11,134,UDP,[],94
10.63.127.166,10.8.8.22,8,167,1,6,UDP,[],94
10.2.127.20,10.42.153.164,1,100,3,30,TCP,[],94
10.22.16.165,10.64.154.59,2,251,5,20,TCP,[],94
10.36.48.216,10.84.81.94,7,193,24,127,TCP,[],94
10.86.153.94,10.79.43.212,5,100,3,30,UDP,[],94
10.92.38.151,10.15.149.199,2,83,24,296,TCP,[],94
10.60.121.223,10.99.146.127,1,74,3,41,TCP,[],94
10.13.206.138,10.15.128.163,1,143,12,85,TCP,[],94
10.95.243.227,10.15.152.86,1,112,5,45,ICMP,[],94
10.2.254.121,10.22.165.11,3,76,14,188,UDP,[],94
10.56.201.144,10.82.113.154,1,66,3,46,TCP,[],94
10.87.185.112,10.10.32.246,1,416,16,39,ICMP,[],94
10.4.180.93,10.91.158.235,1,76,12,161,TCP,[],94
10.91.43.81,10.91.228.150,2,115,7,62,TCP,[],94
10.38.243.142,10.26.26.144,3,74,6,83,TCP,[],94
10.53.251.90,10.21.158.232,1,74,3,41,TCP,[],94
10.68.85.147,10.45.127.74,2,64,21,336,UDP,[],94
10.63.3.140,10.30.107.124,1,244,4,16,UDP,[],94
10.68.215.154,10.92.29.212,4,370,4,11,TCP,[],94
10.17.192.23,10.33.26.77,1,140,25,182,TCP,[],95
10.34.87.128,10.24.141.229,2,64,9,144,UDP,[],95
10.17.167.48,10.98.236.109,1,64,21,336,TCP,[],95
10.26.117.254,10.22.67.139,1,64,2,32,TCP,[],95
10.53.24.81,10.34.132.136,1,194,2,10,UDP,[],95
10.36.41.70,10.13.68.156,2,78,2,26,TCP,[],95
10.40.91.163,10.13.58.85,3,239,6,25,UDP,[],95
10.81.60.216,10.91.228.71,7,64,4,64,TCP,[],95
10.29.209.220,10.50.62.121,7,64,10,160,TCP,[],95
10.83.254.53,10.13.208.25,1,64,12,192,TCP,[],95
10.79.173.166,10.92.45.43,4,151,20,135,TCP,[],95
10.80.126.206,10.37.53.65,1,113,24,217,TCP,[],95
10.73.195.175,10.73.168.218,5,156,1,6,UDP,[],95
10.58.37.3,10.0.233.43,1,113,10,90,TCP,[],95
10.80.162.226,10.37.208.196,1,152,9,60,TCP,[],95
10.98.190.122,10.81.191.53,1,64,3,48,UDP,[],95
10.3.203.244,10.2.22.88,2,196,3,15,TCP,[],95
10.18.40.87,10.50.219.110,4,72,5,71,UDP,[],95
10.12.228.183,10.52.20.83,3,64,8,128,TCP,[],95
10.53.155.255,10.94.175.151,3,98,2,20,TCP,[],95
10.29.129.22,10.93.193.64,2,97,10,105,TCP,[],95
10.63.66.215,10.82.36.239,1,187,1,5,UDP,[],95
10.63.44.175,10.56.119.38,1,196,8,41,UDP,[],95
10.78.177.3,10.81.151.129,1,141,1,7,TCP,[],95
10.56.113.132,10.24.204.244,1,169,16,96,TCP,[],95
10.52.190.41,10.12.67.254,1,92,12,133,TCP,[],95
10.17.40.172,10.50.26.181,1,64,24,384,UDP,[],95
10.86.56.216,10.28.131.82,1,78,17,223,TCP,[],95
10.40.124.172,10.71.128.251,1,94,12,130,ICMP,[],95
10.4.9.17,10.30.215.56,6,64,10,160,TCP,[],95
10.46.66.7,10.76.236.120,1,64,8,128,ICMP,[],95
10.92.188.108,10.39.92.206,1,64,1,16,UDP,[],95
10.75.165.229,10.39.98.57,5,64,14,224,TCP,[],95
10.96.25.73,10.29.59.96,1,70,6,87,UDP,[],95
10.79.132.48,10.97.200.44,1,163,14,87,TCP,[],95
10.1.45.56,10.85.65.92,1,64,5,80,TCP,[],95
10.17.166.127,10.62.87.63,1,101,14,141,TCP,[],95
10.24.136.86,10.85.192.250,1,64,13,208,TCP,[],96
10.19.53.28,10.67.150.217,1,164,1,6,UDP,[],96
10.32.245.194,10.48.139.187,3,283,10,36,TCP,[],96
10.90.169.188,10.40.61.29,1,107,13,124,TCP,[],96
10.33.106.97,10.29.131.91,1,129,6,47,UDP,[],96
10.61.215.37,10.16.21.15,1,167,2,12,TCP,[],96
10.31.246.217,10.86.142.88,3,84,7,85,TCP,[],96
10.1.179.131,10.85.39.170,3,176,4,23,TCP,[],96
10.97.60.143,10.40.180.173,2,64,9,144,ICMP,[],96
10.27.0.94,10.1.205.74,5,135,11,83,TCP,[],96
10.84.159.202,10.95.179.31,2,213,12,57,TCP,[],96
10.46.88.116,10.62.83.243,1,64,3,48,TCP,[],96
10.58.137.223,10.58.103.23,1,92,4,44,UDP,[],96
10.97.10.55,10.59.190.167,3,64,18,288,TCP,[],96
10.63.130.126,10.16.230.158,1,142,6,43,TCP,[],96
10.0.241.185,10.79.60.37,5,110,7,65,TCP,[],96
10.59.243.93,10.2.159.178,1,70,12,175,TCP,[],96
10.70.45.41,10.11.109.171,5,64,17,272,UDP,[],96
10.33.64.23,10.62.137.36,1,122,12,100,TCP,[],96
10.66.94.198,10.39.43.179,3,64,34,544,UDP,[],96
10.55.61.128,10.99.47.52,1,390,9,23,UDP,[],96
10.61.105.214,10.37.149.1,1,129,17,134,ICMP,[],96
10.56.1.63,10.19.124.151,2,64,4,64,TCP,[],96
10.48.97.203,10.53.182.187,1,83,6,74,ICMP,[],96
10.73.148.209,10.87.124.90,1,127,11,88,UDP,[],96
10.32.245.194,10.77.156.13,1,64,14,224,TCP,[],96
10.5.88.58,10.15.169.123,1,91,7,78,TCP,[],96
10.88.40.49,10.92.222.122,1,156,8,52,TCP,[],96
10.24.254.158,10.13.105.233,3,84,3,36,TCP,[],96
10.18.198.52,10.60.244.221,3,64,7,112,TCP,[],97
10.7.251.166,10.42.10.38,1,160,6,38,ICMP,[],97
10.66.88.60,10.96.99.82,2,85,5,60,TCP,[],97
10.31.11.242,10.31.233.227,1,64,11,176,UDP,[],97
10.89.30.227,10.38.168.67,1,233,28,123,UDP,[],97
10.78.143.126,10.54.25.224,4,64,27,432,TCP,[],97
10.68.177.241,10.36.105.98,1,74,6,83,TCP,[],97
10.54.239.165,10.94.139.161,1,64,4,64,TCP,[],97
10.93.24.43,10.29.35.109,2,170,5,30,TCP,[],97
10.84.189.143,10.35.133.101,2,69,3,44,ICMP,[],97
10.41.34.254,10.65.115.176,2,64,14,224,ICMP,[],97
10.24.56.76,10.54.39.87,1,121,17,143,UDP,[],97
10.22.115.197,10.81.106.106,1,64,18,288,TCP,[],97
10.15.47.99,10.82.121.62,1,143,5,35,ICMP,[],97
10.28.66.228,10.49.148.3,1,95,17,183,TCP,[],97
10.93.66.34,10.54.143.227,1,149,2,13,TCP,[],97
10.11.240.47,10.25.37.58,3,121,11,93,TCP,[],97
10.27.146.83,10.89.243.132,1,64,12,192,TCP,[],97
10.46.5.128,10.33.102.63,1,472,1,2,UDP,[],97
10.33.103.63,10.26.153.162,1,112,12,109,UDP,[],97
10.9.219.81,10.98.150.21,1,103,7,69,TCP,[],97
10.86.96.196,10.69.187.204,1,64,8,128,TCP,[],97
10.46.116.9,10.42.209.118,1,122,4,33,TCP,[],97
10.9.125.152,10.15.80.246,3,332,7,21,TCP,[],97
10.53.207.82,10.41.75.117,2,152,10,67,TCP,[],97
10.50.170.206,10.15.235.150,1,143,5,35,TCP,[],97
10.91.34.249,10.49.174.18,1,153,9,60,UDP,[],97
10.48.236.11,10.37.152.186,3,146,1,7,ICMP,[],97
10.64.43.255,10.65.63.65,1,64,6,96,TCP,[],97
10.11.23.248,10.96.53.156,1,126,4,32,TCP,[],97
10.53.212.223,10.4.53.48,1,130,8,63,TCP,[],97
10.86.126.100,10.28.96.220,1,73,9,126,UDP,[],97
10.53.116.36,10.70.75.132,2,127,3,24,TCP,[],97
10.77.162.38,10.17.149.97,2,64,11,176,UDP,[],97
10.6.111.161,10.6.74.119,2,109,15,140,TCP,[],97
10.18.51.183,10.33.5.131,1,192,16,85,UDP,[],98
10.98.72.233,10.39.228.81,3,102,1,10,TCP,[],98
10.97.113.33,10.68.131.167,1,245,8,33,TCP,[],98
10.69.37.167,10.41.48.49,2,64,5,80,ICMP,[],98
10.17.144.58,10.88.224.252,1,69,12,178,ICMP,[],98
10.70.58.44,10.7.251.166,1,90,3,34,ICMP,[],98
10.30.107.124,10.64.91.26,1,84,10,121,TCP,[],98
10.49.42.178,10.58.32.160,1,105,18,175,UDP,[],98
10.24.168.70,10.77.164.175,1,64,2,32,UDP,[],98
10.3.23.71,10.98.222.135,4,64,3,48,ICMP,[],98
10.51.52.241,10.59.175.171,1,86,2,23,ICMP,[],98
10.53.96.237,10.51.156.73,1,64,16,256,UDP,[],98
10.92.21.70,10.37.213.177,1,127,8,64,TCP,[],98
10.36.99.99,10.23.220.69,5,403,11,27,UDP,[],98
10.53.245.178,10.44.59.139,1,105,13,126,TCP,[],98
10.74.164.38,10.92.68.215,6,124,7,57,UDP,[],98
10.38.61.100,10.31.138.98,1,356,12,34,UDP,[],98
10.31.1.149,10.42.159.80,1,114,3,26,TCP,[],98
10.92.32.190,10.67.212.169,1,151,3,20,UDP,[],98
10.71.208.55,10.33.166.76,1,95,3,32,ICMP,[],98
10.38.254.74,10.40.124.244,1,91,16,180,TCP,[],98
10.72.42.43,10.26.187.145,3,175,9,52,TCP,[],98
10.85.108.154,10.91.114.246,1,119,5,43,UDP,[],98
10.10.237.20,10.57.183.147,4,64,19,304,TCP,[],98
10.9.94.129,10.25.180.189,1,315,12,39,TCP,[],98
10.16.240.207,10.87.185.112,1,64,6,96,TCP,[],98
10.91.45.224,10.24.151.108,1,165,23,142,TCP,[],98
10.93.32.130,10.76.6.248,1,158,15,97,TCP,[],98
10.9.128.96,10.91.34.249,1,95,25,269,TCP,[],98
10.52.173.178,10.26.73.107,2,125,5,40,TCP,[],98
10.87.180.98,10.36.22.101,1,109,2,18,TCP,[],98
10.73.81.31,10.65.62.3,1,183,21,117,TCP,[],98
10.11.188.224,10.57.222.156,1,328,3,9,TCP,[],99
10.84.5.15,10.91.34.249,1,178,2,11,UDP,[],99
10.54.127.145,10.42.118.205,3,298,2,6,UDP,[],99
10.93.135.19,10.6.137.184,4,165,3,18,UDP,[],99
10.32.122.71,10.9.83.253,1,214,1,4,TCP,[],99
10.83.162.150,10.53.108.209,1,243,4,16,TCP,[],99
10.40.9.120,10.49.249.69,1,89,2,23,UDP,[],99
10.0.150.154,10.74.202.143,1,127,24,193,ICMP,[],99
10.23.115.25,10.84.91.118,1,82,1,12,UDP,[],99
10.77.88.185,10.61.177.125,1,64,3,48,UDP,[],99
10.26.192.127,10.66.217.0,1,64,6,96,UDP,[],99
10.40.166.176,10.31.171.140,1,72,10,142,UDP,[],99
10.4.127.249,10.41.35.196,1,64,7,112,UDP,[],99
10.54.128.149,10.99.18.13,1,220,7,32,UDP,[],99
10.13.65.105,10.91.234.14,1,190,3,16,ICMP,[],99
10.34.161.164,10.87.25.161,1,64,15,240,TCP,[],99
10.59.51.47,10.55.116.89,1,87,9,105,TCP,[],99
10.76.244.183,10.29.53.100,1,64,17,272,TCP,[],99
10.90.74.130,10.65.58.176,1,64,25,400,TCP,[],99
10.55.82.83,10.70.128.32,1,64,2,32,TCP,[],99
10.0.244.77,10.61.33.138,6,78,15,196,TCP,[],99
10.31.167.255,10.5.102.61,5,64,3,48,TCP,[],99
10.55.210.35,10.60.69.30,1,209,14,68,TCP,[],99
10.84.49.65,10.41.91.103,1,64,2,32,ICMP,[],99
10.96.146.2,10.22.128.131,1,158,10,64,TCP,[],99
10.0.37.109,10.10.104.147,4,117,3,26,UDP,[],99
10.32.114.185,10.94.112.119,1,162,4,25,TCP,[],99
10.48.27.55,10.10.109.24,1,276,1,3,ICMP,[],99
10.4.75.145,10.61.75.207,2,207,9,44,TCP,[],99
10.77.203.235,10.16.67.98,3,68,1,15,TCP,[],99
10.19.78.197,10.68.109.211,4,220,19,88,TCP,[],99
10.92.243.17,10.23.117.149,1,123,16,133,UDP,[],100
10.53.152.124,10.17.40.172,6,114,11,98,TCP,[],100
10.75.8.166,10.47.6.5,1,236,11,47,TCP,[],100
10.19.185.233,10.48.198.23,1,179,8,45,UDP,[],100
10.8.202.49,10.15.57.56,1,159,6,38,TCP,[],100
10.17.248.123,10.40.215.21,1,120,21,179,ICMP,[],100
10.63.181.177,10.36.90.242,1,64,3,48,ICMP,[],100
10.6.181.164,10.76.11.224,4,64,17,272,TCP,[],100
10.87.136.165,10.42.119.143,3,154,6,39,UDP,[],100
10.38.3.149,10.18.253.167,7,76,13,175,TCP,[],100
10.72.90.82,10.92.212.39,2,64,8,128,TCP,[],100
10.80.143.245,10.34.203.184,1,64,12,192,TCP,[],100
10.50.108.25,10.35.146.42,2,64,4,64,TCP,[],100
10.1.87.249,10.28.104.121,1,334,3,9,TCP,[],100
10.79.14.235,10.40.8.201,4,118,5,43,UDP,[],100
10.19.100.203,10.71.28.208,1,85,7,84,ICMP,[],100
10.11.102.76,10.73.148.209,1,106,3,28,UDP,[],100
10.47.231.39,10.70.100.23,1,86,1,11,TCP,[],100
10.65.153.237,10.56.211.192,1,102,3,30,TCP,[],100
10.51.127.194,10.8.94.129,5,64,2,32,TCP,[],100
10.39.39.76,10.41.171.84,1,69,8,118,TCP,[],100
10.24.148.163,10.82.181.64,2,99,11,113,TCP,[],100
10.84.166.51,10.9.92.65,1,214,6,28,UDP,[],100
10.83.92.20,10.75.114.113,1,64,4,64,TCP,[],100
10.27.230.160,10.70.48.91,1,305,9,30,TCP,[],100
10.75.50.10,10.5.67.231,5,188,6,32,UDP,[],100
10.1.193.28,10.85.161.192,1,64,4,64,TCP,[],100
10.77.14.72,10.33.103.63,1,181,5,28,TCP,[],100
10.79.104.140,10.30.150.3,1,71,3,43,TCP,[],100
10.47.134.143,10.22.53.153,1,112,16,146,TCP,[],100
